,prob
3943,0.6054748
5032,2.7726076e-20
4361,1.891346e-12
5759,0.39342847
154,3.9551096e-06
5622,0.9841096
4867,2.605105e-09
1607,0.16061871
2786,0.031052781
6898,0.00032605667
3701,0.008420323
5618,0.00017434041
7196,0.026761169
8474,0.0037624526
6030,3.918172e-08
1920,0.76137376
2811,0.0
4212,0.18004447
2243,0.36398673
768,0.026378376
6924,7.4537425e-08
6941,0.009261705
8762,1.1147135e-05
3335,2.0314929e-11
6233,0.00050848763
6103,0.12995698
8258,1.0674692e-07
1050,0.528956
189,9.3215334e-05
8741,1.4081009e-10
5423,0.0012728684
7509,1.1082404e-08
886,0.5310819
5222,0.13347353
5232,0.006504038
4363,3.3491884e-10
8657,0.5302366
7385,0.3692625
987,0.0097882105
1136,0.033244234
8841,0.8763915
920,0.21323188
5895,2.7828066e-16
7307,3.895455e-06
832,1.2091277e-05
8069,0.0012617129
7419,4.4941533e-11
3462,0.0025385043
3108,0.97536653
7218,0.033564713
6957,0.04855703
8747,0.07532416
7916,0.0012725907
5063,1.2634915e-23
3687,0.0012373464
6635,0.0018465865
153,0.13777639
1899,0.038072918
1834,0.1416533
2790,0.10201672
5136,1.0173823e-07
8956,8.7403845e-10
7587,8.628152e-09
671,2.2856908e-14
5383,1.3935069e-11
3609,0.19040172
8864,0.0027885286
8207,1.1773636e-13
3972,0.293028
8684,0.036383536
5616,0.23853658
385,1.01821904e-07
7833,0.00029600083
963,0.025905233
3020,0.6751083
4835,6.3306885e-08
638,2.9820203e-13
1276,3.1307184e-06
519,0.8821452
9018,0.7405591
7147,4.2085565e-05
699,0.3543195
2089,0.017816918
5626,1.619062e-09
914,0.0012169257
6230,0.48013446
4426,0.19250186
3359,5.106396e-07
7164,7.327257e-09
974,4.564245e-08
2065,0.28051367
7984,6.6865213e-10
3993,0.19385092
3990,0.9585101
1843,7.168733e-18
5732,0.016342057
966,0.000547468
8483,0.16287714
7402,1.4786785e-09
4846,1.0325578e-24
628,0.52823734
3486,0.85069454
125,0.0018177226
5352,3.912884e-06
8172,0.13708296
1857,0.0012630378
792,0.52897704
7892,0.001763149
1648,0.0018286251
4124,0.00375429
663,0.48780555
5298,0.86756676
7266,0.0012517085
3584,0.17990613
7182,0.0036743206
2604,9.348401e-18
5181,0.002842522
2193,4.168525e-06
6283,2.1936845e-17
2162,6.9286856e-13
2322,5.12484e-09
3741,5.6785665e-10
6668,0.004985401
8547,0.0033602458
7312,3.2412372e-05
7092,4.4749804e-09
8481,2.0210762e-06
536,0.024349174
5188,3.089236e-08
3294,1.3484067e-15
5115,8.650436e-08
6122,1.9940206e-08
4675,0.03290041
6038,0.48780292
7004,7.481194e-18
1571,0.0037645288
4673,2.7234687e-06
6028,1.08428204e-10
851,9.878946e-06
2428,0.1103389
946,0.9455638
4854,2.7129329e-14
5506,7.0423376e-08
8745,0.60048
8295,6.4864464e-19
6856,5.4432354e-07
2712,0.007878159
3507,0.0019120898
8550,4.722748e-08
537,0.20420545
980,0.72725016
28,1.4673671e-07
7192,0.000527501
7585,9.731083e-07
8448,0.0025021953
3239,1.932789e-08
1301,0.27269658
7270,0.0938748
2219,1.4727838e-10
2914,0.014713177
2752,0.0014989825
1331,0.12037459
5727,2.0149446e-06
7805,0.0034402853
2935,0.0012376131
7849,0.26997393
3510,0.0010914275
8815,0.7075436
4735,8.517039e-27
2667,0.038624216
3345,1.7554183e-09
6964,0.52737784
6588,2.7890603e-09
2854,0.0010913465
362,0.92169416
8159,1.7979818e-14
5109,2.9592187e-14
8152,3.3022516e-08
4548,1.9469212e-07
7098,0.001248364
4543,7.3179785e-07
260,0.72748905
924,3.5164067e-07
5915,0.0039247503
6369,1.24663465e-11
588,0.63704664
4849,3.4666694e-08
64,0.0018067592
2511,0.73976415
6002,2.2043584e-10
4780,2.9667448e-19
7513,6.460712e-07
4895,4.0817213e-08
3325,2.2881527e-06
7069,1.00860925e-05
2382,0.5291501
3531,0.7011011
477,0.9436636
171,0.05628482
6335,1.4665538e-08
8983,0.0018337815
4892,1.799663e-14
4831,1.6913736e-08
614,0.002711788
6376,1.4775122e-08
5393,2.7857355e-10
2871,0.0011456923
4807,1.4113068e-09
8928,2.2330608e-08
5126,0.07198519
1585,0.22046135
5575,0.00683712
6937,0.0010873657
7970,1.1056928e-06
5619,1.8638625e-06
4636,1.9946238e-07
3004,3.8020435e-08
8533,0.13401704
2204,0.0014922043
7409,0.00033501786
830,0.02563327
3057,0.0013173844
6320,0.82599866
8290,2.5718453e-08
2383,0.0025914642
7253,0.029464325
2074,0.020320134
5868,0.0037625744
2853,0.066906914
5158,1.2123328e-05
3845,6.699727e-08
5355,5.1850932e-12
1148,0.00010606311
1761,0.03296633
6471,0.20891806
8478,0.0043200576
5625,0.8176139
3205,0.10920241
5450,1.8291271e-06
6446,0.0021356915
4111,0.0026462942
1296,0.6759843
814,0.74397796
1771,0.5181976
8162,9.603399e-06
1285,0.9469774
2050,0.2347291
2108,3.1197882e-09
4544,0.00036911241
6528,1.6660408e-08
667,0.0050457856
8529,1.9332852e-17
6959,1.05583396e-07
7102,0.60133183
2747,0.22626665
7026,7.0182114e-13
5585,6.933664e-26
7827,0.0018150882
2205,0.008986358
1917,2.7563266e-19
8359,0.85415334
6819,0.11345787
3983,0.0006745061
2624,0.001113541
5545,0.0396633
2679,0.0018318886
3953,0.00030614328
4389,0.7581584
1828,2.2871791e-07
5016,8.9347166e-13
3342,0.76935613
6514,0.01591267
8176,0.3343997
4014,0.5984191
3930,0.6010411
1619,0.74732745
7721,0.07394843
3675,0.18299378
884,0.968778
2931,0.0010171337
8262,0.050826482
7125,0.00027686654
2736,3.9909627e-09
1906,0.00016900193
8445,0.528965
2839,0.863473
1622,0.5465784
5034,1.7741679e-12
1524,0.21971324
995,0.008561069
5655,3.2319836e-06
8375,0.0018635881
1065,0.7206397
934,0.60987353
1863,0.0014833122
4711,1.5053098e-07
4495,0.00032709155
5301,0.024483558
2612,5.0715164e-07
5877,5.4955315e-05
3776,0.2586457
8164,0.6095171
5534,2.475621e-07
3363,0.53023374
954,0.5842532
7858,1.9461802e-06
6344,1.585414e-12
7574,0.0014938534
36,0.69858134
8581,0.072221115
7776,1.2247672e-06
7114,1.08696795e-05
8882,0.28234062
513,0.14298552
201,0.18674366
2976,0.02097016
1389,0.69781804
310,0.03643029
8106,3.8600386e-12
8352,0.5264704
3430,2.981955e-11
4444,0.0362432
54,1.9298236e-06
4893,3.4531553e-15
4887,8.408343e-08
6534,0.0030507068
1341,0.2932267
1645,0.12622023
4729,1.1408223e-09
1154,0.09702806
6469,5.7571425e-10
404,0.8758263
7320,0.01769858
294,0.014058425
7643,0.60112184
5315,0.52625215
8371,9.07911e-08
4802,2.2154303e-11
2188,0.4841872
7511,0.0014284594
6617,1.5845763e-20
4265,0.15188147
4926,2.7614324e-14
5172,9.3466935e-32
6387,7.887556e-05
5954,1.1305958e-09
3124,0.7201183
7578,6.4009444e-05
3086,1.0066231e-05
2482,0.0012565462
5299,1.1274625e-07
5560,0.012394752
8332,0.027406048
5565,1.2721647e-07
6150,0.1021679
206,0.040939473
6077,0.052934356
8379,0.072746955
4572,9.8108785e-06
9039,0.9648516
4345,0.009101798
609,0.73058224
7555,0.0746136
5988,8.4057694e-10
3894,0.002538198
1386,0.6235415
2953,6.630666e-10
5287,0.7145701
5765,2.7155766e-06
7765,1.2194713e-08
8240,0.0007977832
3329,0.008481549
1757,0.7117827
6609,3.8446253e-11
224,2.4117655e-09
6709,5.4899895e-12
1453,0.025088323
5342,8.720985e-05
5445,0.3436046
5881,0.356346
6600,1.3284114e-10
10,5.599738e-14
938,1.4301863e-06
8555,5.1077745e-07
7483,3.3625478e-05
3726,6.059311e-06
8926,2.3114443e-07
3051,0.7424946
1098,0.5068635
3798,9.698047e-08
8863,0.0031473495
6878,0.003358067
3763,0.6201385
5249,0.7495936
262,0.2198896
1318,5.1409804e-14
4621,1.1908181e-05
2433,0.9532877
4944,2.7614324e-14
474,0.16451612
2621,0.18790735
4142,0.0019584517
825,0.61206985
913,0.012401106
8988,4.1351526e-05
8982,0.28195566
8534,1.7019602e-05
364,0.07193998
2593,0.09483118
6313,3.3511645e-09
3387,3.2869104e-17
4795,3.4390353e-16
8002,0.53093696
3394,0.74537516
7208,0.41203088
6892,1.8772202e-21
1016,1.4451619e-15
8593,8.531849e-12
827,1.3784471e-06
8911,5.0015694e-13
4499,0.007261465
3760,0.0021140208
4524,0.030103887
5052,1.3844749e-12
7342,1.5466926e-08
791,0.36443627
5805,0.14627478
5913,1.2293772e-17
4681,3.075338e-08
6598,0.0006736193
2371,0.366935
3735,0.040966798
7683,0.041199863
520,0.8685903
7368,6.6733945e-11
5776,0.052054834
8392,0.24339725
769,0.041440394
8468,0.0063749324
3597,6.152337e-18
2730,4.4636965e-07
8065,0.025598174
3642,4.4481177e-07
8350,1.1351764e-17
7241,8.6770376e-07
3998,4.929204e-07
8050,0.48740706
6938,0.0016749452
5797,0.1823871
7138,8.270405e-06
4223,0.3236401
1333,1.6568672e-06
4158,0.094309
1994,0.0003023504
5122,0.0010861647
1380,0.74727106
8102,0.0027447897
8673,0.95401293
1435,0.6995171
3672,0.50485027
3330,0.9936076
2737,0.030084455
7326,0.026672913
1495,0.024066932
7140,5.92327e-15
5949,2.5287855e-07
6278,0.0012456748
2674,0.024277935
8195,0.030980183
4501,4.766716e-10
3420,0.037637003
3490,0.48606816
301,1.0398357e-11
7214,2.6865803e-09
8867,0.48744142
7328,8.4990684e-17
659,0.30720085
488,0.6138778
3629,2.3682849e-18
6540,0.63400906
4889,7.6546354e-14
6766,0.6486056
3521,1.5118932e-06
3324,0.28172907
4826,5.658386e-16
7221,0.36356634
7608,1.11689864e-07
55,0.0102303745
285,0.023409925
4916,3.6950805e-09
8668,0.039404638
1150,0.03511677
2427,0.30152994
6882,1.8501203e-07
6748,0.24748561
5667,7.591621e-06
1959,6.296801e-08
7099,0.002826
7068,9.246209e-06
5539,0.0041145477
4135,0.14710578
1853,0.38271227
6183,1.8051426e-18
3709,0.0016337094
4494,7.4613514e-20
2919,0.24854787
7280,0.12574394
8856,4.5012684e-06
5886,1.8857968e-10
7804,7.43711e-09
6612,8.867142e-06
5031,4.332685e-21
2768,0.30561608
8421,1.9658806e-05
704,4.326837e-10
7648,0.0015740539
4021,5.4633233e-06
1122,0.7348518
6031,1.6975993e-07
7734,5.2975707e-10
4388,2.3255599e-07
8131,1.5755007e-18
1308,0.57003295
4297,0.015589969
4186,3.7614989e-06
8963,0.037871357
1913,0.03500517
6831,2.0467678e-07
7124,0.042536665
7589,1.050064e-07
6887,0.019360662
539,2.0768222e-11
2489,9.739308e-09
8680,1.6172582e-05
2368,0.03779414
4226,0.0025821321
3368,1.8046035e-09
3577,0.3634425
1015,5.526334e-07
3636,7.6767955e-19
5320,0.028966516
7678,1.1745369e-06
5854,0.00022376831
3223,0.12616481
8719,0.005052622
7350,0.59780395
7454,1.1651728e-09
6801,0.03797669
8100,0.8493297
4841,7.059543e-22
1581,0.0050565116
2797,0.40962702
3633,0.12474831
7184,1.0633807e-05
6072,0.02507042
7992,1.4953637e-17
4869,1.3087395e-06
2553,0.037993465
8660,5.2390065e-11
5977,0.0018465304
2049,0.0027033659
2558,0.31332272
5721,0.016001774
7300,8.269017e-06
5604,0.36667347
2733,5.7636753e-06
8433,0.7920797
7215,0.0010534142
4492,5.1506536e-08
4422,0.101611204
6035,3.7910295e-06
5582,0.10374175
7186,0.0065298905
7905,4.5920716e-09
846,5.575351e-19
3579,1.337623e-10
1679,0.005006036
5134,0.67937577
4,0.94422305
8710,0.0016041074
5569,2.0795662e-14
698,9.281178e-09
8725,0.00013857057
4249,0.012077577
3440,0.70819664
6806,1.1599797e-05
5311,0.0011712605
7043,0.0014079115
2262,0.03725104
4858,6.0653056e-13
7022,0.0063702795
1304,0.5401684
8157,0.0018167668
8781,0.11797838
8155,0.005418292
688,0.6208446
988,0.015968664
3526,1.4322417e-09
133,0.33453253
7037,0.2972827
3191,0.00043168105
6059,3.429511e-16
9006,0.93883914
2573,1.869486e-12
5150,1.433144e-12
3476,0.0015485577
7526,0.31326476
7940,8.436918e-13
2385,0.7018608
4910,4.8515326e-18
8449,0.01650836
384,0.20730974
4465,3.395881e-14
1279,0.0011056944
6457,0.004565327
6944,0.18823205
8265,0.0008923944
4321,0.03387291
232,8.792948e-08
4497,0.00041617395
4662,4.231956e-06
3561,0.007990821
2343,0.6329098
2896,1.2175231e-07
5578,0.29544008
5801,0.60152245
7392,8.597474e-05
5203,1.5740056e-17
2332,0.4544679
6490,0.0018392395
918,0.027360696
635,3.7274108e-06
5240,0.63113904
7339,0.0033884172
2062,0.00088611926
6731,0.091134004
1802,0.7733821
4833,1.04060723e-19
4876,3.7199508e-09
8697,1.8779118e-13
1045,0.15949327
4070,0.00071912346
1311,0.3413445
8890,1.8516023e-10
2961,0.018675826
2681,0.0025690473
7818,0.0064054322
6943,0.52804255
8137,1.0591348e-09
4811,5.5502374e-11
8312,0.003208771
5726,0.7457052
580,0.0064154514
2198,0.38059223
3598,0.72932947
8666,2.0310296e-07
989,0.019202907
8064,2.2172797e-05
3401,0.002459771
5691,1.2878082e-10
523,0.60122573
4208,0.032312114
8094,0.0064388216
7810,0.12104369
6467,0.04161483
4496,0.000294009
8577,0.7641858
6970,1.9122544e-08
4451,0.0023732493
762,0.21926516
6948,3.2178106e-15
40,0.007980162
3028,0.0010220833
2125,0.0010706128
569,0.86952627
8341,0.009009386
5179,0.8592062
5530,1.1846508e-07
5421,0.0068571074
5796,3.0398257e-07
885,0.04323963
3067,0.8508691
5985,0.07175862
1463,0.00067614176
4980,0.0031813628
2491,1.07266565e-11
3005,0.025812328
1986,0.039043408
5029,1.3160638e-06
2076,2.1918066e-07
3242,0.91963404
3224,6.986593e-06
5289,0.0013433198
9016,0.96755147
3756,0.62147814
1521,0.026172044
7390,0.0012661063
1248,0.0036406177
2708,0.0016306045
2141,0.037314124
6411,0.039899267
1908,0.04687228
5917,0.30006436
1970,0.0028324006
1191,0.5268935
774,5.186111e-06
3511,0.6941472
7932,0.026671693
9008,0.3762941
2472,0.0017475544
236,1.8204575e-05
5387,0.039963815
6891,4.9171934e-25
5083,3.653659e-18
7989,0.010341698
5486,0.5299387
917,0.5244719
5675,4.9676867e-09
9012,0.53109086
5760,8.4231544e-17
4107,0.6464034
8380,0.07033697
3451,0.015114989
6833,1.7995219e-05
7245,1.4822633e-11
2745,0.21984373
8755,0.33934417
3810,0.066184685
5319,0.5266013
3925,0.21844947
2136,0.13605562
1914,0.53205514
2635,0.40080374
4218,0.00018730084
8306,1.8241829e-10
2717,5.2746673e-06
5043,5.3902792e-15
3696,5.603421e-06
728,0.8635374
8006,0.03943665
4243,0.003141296
1901,0.22852431
892,0.21874991
4579,9.327336e-09
5334,0.14187667
130,0.35100973
1955,0.8752828
2632,0.19269073
2806,1.00786814e-07
8235,8.0948485e-07
1762,0.22005896
8175,1.0365897e-08
3072,0.12279747
6396,0.06148504
7923,0.0
7956,0.7947146
302,0.5880822
6305,6.4690345e-12
77,0.9165286
1809,0.20224392
4179,5.651042e-08
8793,0.0012328166
1007,0.16201568
2035,0.27622926
4488,0.94976836
7489,1.6457543e-07
1418,0.5287516
8933,0.0011884951
2975,0.19418523
6168,3.0268852e-06
5233,0.008586872
4547,0.00014495358
481,4.0867043e-09
6353,5.0790513e-06
7961,0.83588576
1930,4.082033e-08
1816,0.00020236005
1591,4.5375882e-07
3797,0.002590737
6342,0.60665554
4433,5.827079e-08
3449,0.027062742
3380,2.7201409e-06
6287,0.0063528307
5401,5.786536e-10
1711,0.53163314
8463,0.04328086
5182,0.11450102
8949,3.3110748e-05
8938,1.5793727e-07
4435,1.5956614e-07
8604,0.035417445
8817,1.2783165e-06
928,0.699103
2490,4.6274153e-07
145,0.042881217
8154,0.101244934
8130,8.191204e-06
6222,3.406015e-17
4493,1.4044664e-10
5490,5.898032e-07
4859,1.086339e-15
441,6.7288623e-12
3500,0.7902355
8700,7.509628e-11
692,0.009768394
2599,0.07226139
1184,6.3712934e-05
8527,1.0808485e-17
7002,0.8756591
795,1.0636438e-08
2878,4.89749e-10
3533,0.3204519
6986,4.418827e-05
7315,0.00532692
5217,3.8597815e-08
6295,0.92279327
878,0.00030962567
7595,1.2988471e-06
3987,0.4873633
7689,2.0136038e-06
1875,4.1977875e-14
7561,0.04602578
3079,0.124754846
8198,0.00058114313
1604,0.07853945
4452,0.009179305
2844,0.31527048
7129,0.5283121
271,0.9919878
1265,0.876387
1060,0.038979005
2731,3.6179993e-06
4612,4.839713e-06
2838,2.9661314e-05
854,2.1514857e-06
4971,3.4503576e-06
571,0.08874949
4911,9.742026e-19
7775,0.0021209365
2713,0.0007759787
6922,0.53015554
4804,2.2002992e-15
8998,0.0050404645
6776,6.5869976e-11
8409,5.4782445e-19
5373,0.9195998
3281,0.008537688
3419,0.03475047
4225,0.0027352376
7777,0.011741513
3853,0.039490744
8894,0.4737165
1466,0.0084009
3502,0.002150371
6905,3.327363e-09
7383,0.005053749
6316,0.5985511
4946,4.892665e-13
9043,0.00666451
7840,0.12572952
4106,5.976923e-13
3769,3.7192343e-09
2000,0.82212245
2109,1.568542e-10
1250,0.6082617
8497,1.8410454e-07
7357,0.6612936
2081,0.35907608
6185,0.0042726905
2079,5.11617e-07
5541,4.8091542e-06
5000,2.88043e-19
4964,7.023051e-19
6404,0.48819113
2026,0.15021944
5191,1.8399569e-06
7990,3.9562368e-16
716,1.3481309e-08
2901,0.8169049
4637,3.703378e-24
1690,0.2319166
249,9.084451e-07
2779,0.6258153
4311,6.0906426e-05
6303,3.4631152e-11
5864,0.0008227664
2898,0.576497
6190,0.0569271
853,2.3646424e-05
3854,0.19919835
8932,0.022142733
2504,0.0346765
943,2.6526502e-07
7554,0.11682072
3812,4.58367e-06
2994,0.071683414
7679,0.0008270295
8634,1.1180084e-16
8470,0.38205853
4068,2.1770988e-07
4665,5.0908937e-14
6530,0.24231414
4346,0.37145686
7313,0.18242908
38,1.7051302e-12
6645,0.00086170406
3556,0.30355915
4806,8.436311e-12
4206,0.0121132005
813,0.025894098
1596,0.08635042
7651,0.5976882
5997,0.0010908486
8335,2.1934019e-08
3453,1.9835626e-07
2872,0.024566716
6331,0.14022364
5295,2.735649e-19
492,1.3776988e-17
4822,1.1002286e-08
7079,0.009813829
6777,0.0020375154
1998,0.6117089
3385,2.0549603e-06
950,2.4131766e-10
1528,0.07650038
6783,9.351059e-10
4473,0.17416759
2923,0.4836952
6197,1.096765e-06
5984,0.0011068158
1167,0.6212344
6799,0.058848638
2041,0.5480925
6563,0.042220075
5089,1.23224645e-05
7801,0.043489367
400,0.120956965
7041,0.0010938492
7875,1.8452025e-07
6960,2.6744627e-17
7560,5.2689146e-09
5996,0.12310562
4033,0.094004646
5177,0.03749232
6238,3.4334797e-05
5699,1.8082815e-11
3899,0.0010886933
1540,1.3951977e-05
5124,0.0011523244
6102,4.507498e-09
1077,7.262388e-10
7913,0.00022456684
7027,4.0458613e-07
7634,4.9824234e-09
6722,3.0870277e-05
7677,0.57980704
8180,3.745858e-10
2253,0.48379287
5806,8.312106e-06
8033,3.9667377e-17
3840,0.03918297
2151,0.72134036
2967,0.03310906
9031,0.0407164
8690,6.696533e-08
7393,0.53001446
8505,0.638342
9069,0.6008098
60,0.15806349
5443,0.52849126
5811,1.911722e-08
6184,0.016936747
8394,7.2905124e-07
8494,0.00069866434
8560,0.111579485
1708,0.2910394
419,0.00503202
8401,0.74076366
6694,4.141113e-06
5104,0.000119199976
1409,0.009750864
8120,4.2916772e-09
3310,0.22635989
6958,0.18298891
775,2.4538189e-05
8800,0.009446163
590,3.6269455e-08
7449,0.042176053
8026,2.8175602e-05
3863,0.0013751985
4632,1.4029342e-15
2800,0.74215233
3030,0.014958
9048,0.010682051
6096,0.049234137
1131,0.038989685
1678,0.21887472
5348,9.742307e-15
3890,9.457649e-08
2120,0.036786526
2782,0.03684403
8444,1.11152585e-05
4090,0.039619163
7325,0.018266423
3610,0.043431915
5645,0.0018167563
2084,0.94705915
8439,1.18362515e-17
1547,0.21902254
4116,0.005052455
6132,0.0015117244
7806,1.2642507e-08
3719,0.0014231246
3748,3.791143e-09
3775,0.0016018562
1165,0.35592595
2449,0.7488413
3596,1.1756801e-10
5142,4.68666e-14
1306,0.7739018
5734,0.042786133
502,0.00030331098
5463,0.0056612133
686,0.0015226137
7730,0.0019777478
5475,5.5629976e-11
3924,0.11755641
2738,0.00089498394
7994,0.00068390113
341,0.29501623
8203,1.805651e-08
137,2.494006e-06
8173,0.0031886841
6640,0.05846635
345,0.03232619
6852,0.032009367
6506,0.06460916
2861,0.5297187
3564,8.226561e-12
1365,0.5998856
1040,0.00094879576
5256,0.92903256
6738,3.2154026e-07
2030,0.0008196691
2711,0.37842166
2469,0.113730386
7077,0.005683385
1063,0.29798445
1682,0.2767034
4432,0.5135101
2695,0.118737794
3417,4.4783444e-09
8906,0.05324913
6863,1.3899387e-08
7151,0.6021648
2106,1.9339395e-06
2912,0.34172773
1716,0.037719857
4324,0.08435669
5644,4.893205e-10
8715,0.32043394
7450,9.75378e-07
1560,0.022187697
7941,0.00011686752
7091,0.0009624996
3111,0.46196565
6269,0.009459424
391,0.01544545
6904,6.843292e-08
6999,1.7095681e-07
3160,0.6016406
4752,3.101261e-16
6546,0.0055491016
1314,0.62190855
6456,0.017132135
375,6.0187904e-07
717,0.005103018
7059,0.0013557653
5497,1.858264e-18
2419,1.704512e-05
3267,0.0394702
2657,0.44770816
3177,0.29973644
3452,0.017011058
6893,1.5286114e-20
3009,5.44831e-10
2255,0.00021260152
7136,0.598649
7668,0.35363492
2739,0.005075316
4873,2.1108985e-06
5237,6.151347e-08
6131,4.9416057e-12
7400,0.07055519
5370,0.5983377
4757,6.557733e-13
8047,0.22321513
1214,0.036736075
4263,4.0150806e-07
8952,0.018287044
21,0.10083619
6508,2.3141809e-27
225,0.5850729
7894,0.0016169793
3920,0.013748901
3681,2.212675e-06
1202,0.0028897421
3818,0.2767457
3228,0.01320947
7714,5.710354e-19
6276,4.1393668e-13
7943,8.76769e-07
1759,1.1069053e-05
4569,0.00014260717
4777,2.330851e-07
6097,0.043840744
4468,0.00093935843
8587,0.036384955
5207,7.289289e-08
8831,0.022951288
2156,0.02597255
8367,0.145365
3391,0.0013355205
793,0.024818346
8422,4.126085e-09
3963,0.04226595
7830,0.0010653696
8007,0.00027737513
4737,4.214296e-06
5085,6.5051586e-07
709,0.016513178
2911,8.1585785e-07
5392,1.3128563e-12
9054,0.75049573
5468,0.06572192
2424,0.74145997
5657,1.6327576e-08
1810,0.024521945
1895,2.6241716e-08
1332,1.5091302e-06
1081,0.014113792
190,0.6881519
3902,2.5819222e-11
9042,0.94122344
2443,0.5317614
5526,3.3279977e-09
8626,0.0031664907
1804,4.334531e-12
6809,0.0018459432
1355,0.0014320704
7330,0.00072936644
6949,1.5814153e-16
2969,0.60349745
7667,1.6654469e-05
1996,0.0018409141
3141,0.275409
5788,0.007161819
8780,0.75604486
5161,4.6846907e-08
1704,0.0015222084
2396,0.20658654
3999,0.0013346089
8208,5.9056407e-18
1069,0.8429189
4289,0.019158548
5305,0.41167086
6767,1.6650108e-07
390,0.002640769
3569,0.9532714
2064,7.5315256e-05
5742,1.1883989e-16
7576,0.0012679483
8319,5.491257e-08
3117,5.685342e-13
5536,3.630195e-14
8016,0.009662885
7790,0.5980015
4197,0.09374084
2849,3.906643e-08
8322,0.00013120547
8531,1.1612152e-16
1245,1.5409125e-08
1838,0.0098135425
3530,0.5263117
2116,0.9323621
5966,0.04864375
126,0.8920194
4797,3.344085e-08
936,0.7343582
7126,0.6473794
6327,4.615739e-12
4460,9.107685e-10
3508,5.8741925e-06
666,0.0015301716
4234,1.3247242e-07
3233,0.4876379
2814,0.32496247
5713,0.0047255806
2048,5.3922204e-08
7832,0.0011828926
2824,4.6969837e-12
3913,7.7803044e-08
4175,0.5295675
545,0.13842635
2403,0.32363907
1636,1.2644647e-07
606,4.744516e-08
7428,2.5949292e-09
1254,0.22060624
3876,0.00027535393
2734,2.6751735e-08
2645,4.781833e-06
1733,0.007286611
1353,0.58662987
4171,0.022863492
7479,0.0011730877
244,0.72571105
5098,8.824757e-11
4000,5.224323e-09
5853,0.12749249
5592,0.739324
3054,0.86929584
2200,0.0012637231
5971,2.5225923e-05
6359,8.1900055e-08
1763,2.6373131e-08
8056,7.2101466e-05
3965,0.0011570916
2082,9.627347e-09
7119,0.7282481
1707,0.046490185
2336,0.03836201
4683,1.3807814e-14
4079,0.07247361
7421,0.60200405
2466,2.5382498e-11
4036,0.7210107
5069,4.2047003e-15
823,0.0005403367
1750,0.034534186
4143,4.054006e-06
4277,0.011622402
98,0.290044
6565,0.001235631
2139,0.008083156
2192,0.028635899
3304,0.007952938
7035,3.2805065e-07
3959,0.44639966
2808,0.057086818
4616,0.011919312
7083,0.0012402892
5961,1.5484291e-07
7987,5.915266e-19
