,prob
2433,0.004307809916340648
4944,0.00308344012280337
474,0.3580921985764875
2621,0.002595985719386185
4142,0.0037310094344593235
825,0.0031929045745327394
913,0.03034350602608199
8988,0.00093929043171627
8982,0.004485547989069063
8534,0.006128484044487454
364,0.020493377207823512
2593,0.17647765007305063
6313,0.004737378937565658
3387,0.0004823609311814965
4795,0.0019336733228239391
8002,0.0009334100694671638
3394,0.6541293065855356
7208,0.03242502402122326
6892,3.0100025257544042e-05
1016,1.7134758524047456e-05
8593,0.030850691078976436
827,0.00010504590771878772
8911,0.00025842892725302626
4499,0.04661510888653986
3760,0.05764594866041461
4524,0.0057937905658733664
5052,0.05453918326389816
7342,0.03799711184712846
791,0.22876185105050895
5805,0.07152051506388774
5913,0.08113913252867644
4681,0.00857156914055011
6598,0.09985822303394101
2371,0.309358200219876
3735,0.043280403327645905
7683,0.004976523684806111
520,0.05681871762374409
7368,0.006517263061586171
5776,0.031969060714036976
8392,0.02202501987659464
769,0.016387665821485663
8468,0.01900771748793577
3597,0.00016089954722985748
2730,0.003984480877917144
8065,0.04930423725532425
3642,0.001090635594834562
8350,0.0008327537675126228
7241,0.1210438686769126
3998,0.0007244876281256845
8050,0.004437749185178314
6938,0.003423973122719265
5797,0.002625514551123114
7138,0.0034757872618998435
4223,0.011914882074380257
1333,0.0015022183938371897
4158,0.0016368134202660852
1994,0.04511622444611361
5122,0.022518235790148028
1380,0.017875417483463565
8102,0.017311476553147135
8673,0.041465222004975696
1435,0.0071628691159177265
3672,0.006330196073264381
3330,0.0007252690223185677
2737,0.0016426256275710884
7326,0.12688498479336377
1495,0.10264550480351854
7140,0.000504212871961236
5949,0.001460926528858103
6278,0.0025238715291317953
2674,0.0037007501920607137
8195,0.0027479661395681068
4501,0.00023140755567809817
3420,0.007693536334056718
3490,0.016761011404990464
301,0.09929100145382663
7214,0.0005739208314832861
8867,0.013686341844892714
7328,9.784265943931675e-05
659,0.08869615604778894
488,0.03710164998085418
3629,0.00046340608654103923
6540,0.1500572682656255
4889,0.002171110708186986
6766,0.09416472564004164
3521,0.0034358690665888653
3324,0.013277126302870042
4826,0.0006574975343168724
7221,0.0003889140470702932
7608,0.0004252595109918597
55,0.027722141169576883
285,0.5799961753351811
4916,0.036286941390213046
8668,0.0010896447628162595
1150,0.06933597676149432
2427,0.06461413381338532
6882,0.012860944941721405
6748,0.0004347728884993761
5667,0.0003599498935511354
1959,0.1610836127881623
7099,0.002470654069594518
7068,0.0010493009120326727
5539,0.004725504473804089
4135,0.15832487402540596
1853,0.012440754454065632
6183,0.08433475799528158
3709,0.020783528462587623
4494,0.0038853854654679575
2919,0.07506503083152716
7280,0.00011638725053729737
8856,0.021314895915167546
5886,0.00023446110645353787
7804,0.004308903780874202
6612,0.0016269565612412565
5031,0.0016529941715462647
2768,0.1103509403146826
8421,0.0006918028529694824
704,0.006337069052485633
7648,0.018564992320828137
4021,0.0016531776073960538
1122,0.564932512009623
6031,0.0036260119662149108
7734,0.3385226826692792
4388,0.021902519566829006
8131,0.0009335477591441264
1308,9.697918866312575e-05
4297,0.15009999104324653
4186,0.00013368694349457763
8963,0.011309514096953644
1913,0.002666425414941799
6831,0.04266450117896916
7124,0.015680773673116006
7589,0.000406205185751559
6887,0.03664693133142917
539,0.0008536900540370146
2489,0.0012988716273974663
8680,0.05290735982968405
2368,0.00030971005634939416
4226,0.012099988191039456
3368,0.09565241742457682
3577,0.09958778774678491
1015,0.0029325437142928316
3636,3.439699546042559e-05
5320,0.030184177901754542
7678,0.0007943845080380898
5854,0.002164503145695881
3223,0.01847215988952404
8719,0.057318547877724335
7350,0.16987577459979816
7454,0.10860650306004692
6801,0.0002907320936980226
8100,0.011303532709649802
4841,0.00018766893074128463
1581,0.306056578907185
2797,0.17250676568280385
3633,0.046349448394132714
7184,0.0038665499194622836
6072,0.0034724609175411326
7992,4.783742468521817e-05
4869,0.000951035264662362
2553,0.053817011347068164
8660,6.530555072407863e-05
5977,0.00040166235736614287
2049,0.13456043271125817
2558,0.08845002036081792
5721,0.006689572240801202
7300,0.013420106618495867
5604,0.024682190034268435
2733,0.0028583780318522972
8433,0.12886294709612636
7215,0.007835374500153947
4492,0.02581285616841909
4422,0.025266237058010697
6035,0.08904943014857072
5582,0.05470001141347588
7186,0.26801082595897907
7905,0.0015287903955466006
846,1.620457492912456e-05
3579,0.05258806166567817
1679,0.009191934141295375
5134,0.001164613974252185
4,0.0010493724802709008
8710,0.0018411040284565983
5569,0.0022611113240491774
698,0.022040437803502316
8725,0.00020013392468947862
4249,0.005433641750364427
3440,0.1294681236272772
6806,0.013683131893854707
5311,0.2919006151322468
7043,0.0025756614263720175
2262,0.0695797633305621
4858,0.0011392657692354934
7022,0.013840470733007438
1304,0.011768144380465511
8157,0.002108343956891563
8781,0.021220840943555738
8155,0.010021657918484247
688,0.019767010471027618
988,0.002398268930808423
3526,0.0015813769541888098
133,0.01478725763027229
7037,0.011692535103964855
3191,0.32228758992597456
6059,0.00300422467295619
9006,0.9802288400052582
2573,0.003302053707112811
5150,0.0003780178632937615
3476,0.02223419561948789
7526,0.23835625185629503
7940,0.001979351052886613
2385,0.010005990524662039
4910,0.00038434818217475517
8449,0.14631333358112672
384,0.0009587068540031717
4465,0.00047673757640260346
1279,0.0006789156246593594
6457,0.004447804099191759
6944,0.005164188459034706
8265,0.023658673544806136
4321,0.2084995909594229
232,0.0020687797558539248
4497,0.0049462119995531744
4662,0.0005658436524234876
3561,0.11104368682920229
2343,0.2071461445789158
2896,0.0003042458898612804
5578,0.16347838097312675
5801,0.10310643287761906
7392,0.0035422565518302136
5203,6.42155480820604e-06
2332,0.012611543058101644
6490,0.005187666992070327
918,0.06498612435568295
635,0.0010691754137260494
5240,0.28493099027987073
7339,0.00019897651714196856
2062,0.0009124249866355771
6731,0.0021031253998412074
1802,0.07273021873111232
4833,0.0007299055691370107
4876,0.036286941390213046
8697,0.004757976249849638
1045,0.018190153760432155
4070,0.001097385631813397
1311,0.005793093226706553
8890,0.0048757668643814416
2961,0.0005360407297989402
2681,0.033886294382974524
7818,0.016733469702390903
6943,0.03963855484996311
8137,0.02699449168548333
4811,0.024946728773333145
8312,0.05784387577741577
5726,0.03522990445217405
580,0.0049368975306882485
2198,0.024854200199847087
3598,0.09847301003997898
8666,0.007660606609050695
989,0.0016646574971634711
8064,0.008917692765851139
3401,0.01599214623967814
5691,0.0023626446592637856
523,0.23424186814587053
4208,0.013635577512221752
8094,0.03338227559135828
7810,0.18114040162735445
6467,0.00516425208673252
4496,0.0023262593188785596
8577,0.04100639353527212
6970,0.004497943256629951
4451,0.1583360139421968
762,0.023967468480798004
6948,0.00019931875798141134
40,0.06395166536211402
3028,0.1297745000671264
2125,0.1454635739540018
569,0.0005099772895081519
8341,0.0794656479999587
5179,0.15367021243626441
5530,0.27051619464562565
5421,0.012736341787454213
5796,0.0006577004103301451
885,0.1860893853523719
3067,0.38050004908304574
5985,0.0012120980064200828
1463,0.006646614666671685
4980,0.1993370188369253
2491,0.001327813737731973
3005,0.26142785439846106
1986,0.005820816645394547
5029,0.035130706794010536
2076,0.00018064894587402336
3242,0.020794760594624765
3224,0.00010303384138083779
5289,0.0011261088453082908
9016,0.3054565418132157
3756,0.01636489270603094
1521,0.0033021326234058575
7390,0.0016449570576023461
1248,0.009343887571420142
2708,0.00017835465735517475
2141,0.17871730386960588
6411,0.00042241118224037387
1908,0.08687351085895922
5917,0.0015544401315957228
1970,0.334471881122714
1191,0.06254622329261356
774,0.0025906444612340297
3511,0.7444130321308358
7932,9.708117042349396e-05
9008,0.29165943027401775
2472,0.00844480478882815
236,0.00023047335345388194
5387,0.009644106185192267
6891,3.401631730852157e-05
5083,0.0010041454346886808
7989,0.37335131901101754
5486,0.001242804344270888
917,0.0021055359543364267
5675,0.015383008415486702
9012,0.33604187914513356
5760,0.00025375319329218077
4107,0.000509068091034949
8380,0.021796256885910543
3451,0.0002452703213610112
6833,0.057871185689003526
7245,0.00191610051142983
2745,0.41543872639057017
8755,0.07009627988844004
3810,0.03202263837751896
5319,0.010176117425224772
3925,0.024767829880430015
2136,0.004822005460047782
1914,0.02344036384581286
2635,0.010574542054114825
4218,0.28160410084337245
8306,0.0005389582826239864
2717,0.002927376270661629
5043,0.0015414035617257646
3696,0.019134417395464235
728,0.010165890315870675
8006,0.10754509081939198
4243,0.011539402004952253
1901,0.027827184211877104
892,0.4350646273456298
4579,0.006373434933634353
5334,0.16131011428015096
130,0.15078557144620883
1955,9.300021004979486e-05
2632,0.005217222839246043
2806,0.08797948496583771
8235,0.018999457684322832
1762,0.0007029634998827739
8175,0.038532145912118905
3072,0.11933560103357588
6396,0.03281277898226909
7923,0.0035024881560689527
7956,0.9425928042354373
302,0.03943288662638992
6305,0.00593833670650091
77,0.5035474212508564
1809,0.02511062409732555
4179,0.005406788693880379
8793,0.0113462430531726
1007,0.00804720913214838
2035,0.010245165080868411
4488,0.6337502902322923
7489,0.0024178494290923867
1418,0.014332194031156023
8933,0.08972112253125933
2975,0.021542285010940795
6168,0.0020149090999654626
5233,0.025053709678832137
4547,0.005705651999381964
481,0.0003126626560159161
6353,0.03286239892417372
7961,0.023742736568216505
1930,0.00016674545215021808
1816,0.03685327852530545
1591,0.0019481652495425843
3797,0.3484257673804407
6342,0.21327055805202566
4433,0.011469912551979896
3449,0.1065264640398445
3380,0.0005391546754417992
6287,0.00010536862477531239
5401,0.00032094521131813215
1711,0.007261697803791658
8463,0.005586710462532381
5182,0.03605172105691539
8949,0.0072262278244499
8938,0.0024714432215935667
4435,0.000721492312666877
8604,0.0029782316097964785
8817,0.043934378290133344
928,0.01066137847501082
2490,6.446082711052023e-05
145,0.14793758120863074
8154,0.004105672730343344
8130,0.00011059489415674606
6222,0.0007244501956217671
4493,0.006974859083095956
5490,0.004045598922061261
4859,0.001737286124392484
441,0.0009772983727867337
3500,0.7760127145773392
8700,4.339821582822888e-05
692,0.02733623989593519
2599,0.0019064486250939781
1184,0.006402967764680546
8527,0.0001660491270237982
7002,0.6198480317934005
795,0.00310118190262794
2878,0.0005767784575747672
3533,0.06843409302544111
6986,0.0028879550721429012
7315,0.011382989438828402
5217,0.016895215213640773
6295,0.15572375232564956
878,0.0028167401054955687
7595,0.0029773748722011963
3987,0.1265786733993231
7689,0.00021044927824303265
1875,0.0002623882350269665
7561,0.026090635583533833
3079,0.3621048481651483
8198,0.0005243600109930927
1604,0.00558813578202281
4452,0.04007493372106027
2844,0.21628032211073756
7129,0.021455480164022815
271,0.3363615566742453
1265,0.3392739452014877
1060,0.0668743198508682
2731,0.004789173975632167
4612,0.000279298620409926
2838,0.018052455989308637
854,0.0005777718675793526
4971,0.14230120881036104
571,0.05145008091258004
4911,0.0001106482259991644
7775,9.672869240682467e-05
2713,0.0024735401275979094
6922,0.0007395875554144796
4804,0.0005059966070022783
8998,0.017102097647954742
6776,0.00010367629280370751
8409,0.0006119671720965978
5373,0.016210024115204284
3281,0.00045805942663392163
3419,0.1311579414334087
4225,0.012276332568977684
7777,0.1306651707443163
3853,0.05511198041500566
8894,0.0004205091162932146
1466,0.39593213536578553
3502,0.0009082865437635857
6905,0.0021604676909165953
7383,0.002700590363456867
6316,0.0041919236342413116
4946,0.001246127695575914
9043,0.07608335502436325
7840,0.00011638725053729737
4106,0.0014080099112748665
3769,8.100692103676976e-05
2000,0.00563975137501083
2109,0.0002853187606863476
1250,0.0024121854052161044
8497,0.003235348587051188
7357,0.0020690056745607706
2081,0.21365751190922916
6185,0.009721447140218598
2079,0.0029329641647388538
5541,0.2158699035410513
5000,0.00010316176538632462
4964,8.782736560108116e-05
6404,0.0025887817110113193
2026,0.0755141824453843
5191,0.039675539036615394
7990,0.0003181241295876058
716,0.008707115789663636
2901,0.02490781467767447
4637,2.531496981660649e-06
1690,0.010611535025471533
249,0.0013711413800105222
2779,0.007047111803929392
4311,0.010074347787632568
6303,0.003864054195318927
5864,0.05592554844528641
2898,0.00025608665106130175
6190,0.4630373068774122
853,0.0019149374700798728
3854,0.036222076036434014
8932,0.03009541327049432
2504,0.2243939208220373
943,0.008642252492420828
7554,0.00048737935232188344
3812,0.008499842617449224
2994,0.0006415365310167287
7679,0.052051623597497196
8634,2.3218459068006157e-05
8470,0.0023651520781473364
4068,0.000737025084709749
4665,0.002915403287865144
6530,0.31253879374308674
4346,0.23839584535510797
7313,0.0011653804638842827
38,0.0003549268387809834
6645,8.460145703435279e-05
3556,0.03413275872334007
4806,0.032837310203250605
4206,0.002481640419266598
813,0.011740961196440363
1596,0.029489342257164663
7651,0.6891817994243635
5997,0.05309173209315468
8335,0.01432667887045363
3453,0.015285181766078565
2872,0.09846552003908515
6331,0.2113261161388448
5295,0.0014960795415292296
492,0.0017257531144046607
4822,0.006050593177485256
7079,0.015165649795812466
6777,0.07609906881693476
1998,0.004558710827741078
3385,0.006993864888910034
950,0.0005175312942805974
1528,0.012968621539576747
6783,0.014369734961825888
4473,0.03964866891098494
2923,0.00045063826936718725
6197,0.000518089890531788
5984,0.0071839480520688595
1167,0.02135700183566594
6799,0.0052591978577631
2041,0.0013388414162008656
6563,0.4990748886097407
5089,0.0004640405938643975
7801,0.00011488658064133323
400,0.8633172918125093
7041,0.0015962714884839595
7875,8.589355158710426e-05
6960,0.0034601470401391535
7560,0.0026737606560773394
5996,0.009380867574009067
4033,0.6376170790394832
5177,0.0031503227522169017
6238,0.036321488788299446
5699,0.029488590334689865
3899,7.244085601918349e-05
1540,0.024368041726304412
5124,0.012726487859949981
6102,0.054813417706542356
1077,0.0004893908982340362
7913,0.0007787862848934626
7027,0.001074081459419587
7634,0.00018900644247204538
6722,0.023530576380453992
7677,0.0010119047588276928
8180,0.00022537391287293825
2253,0.004987950582741794
5806,0.00431021399300963
8033,0.0005625988396961763
3840,0.04548236512213099
2151,0.002461820080879236
2967,0.006660949061164211
9031,0.06131877365745451
8690,0.0016474059125511733
7393,0.01892675137388418
8505,0.5596864916814728
9069,0.12384186384136173
60,0.4718894914548307
5443,0.00233112196443332
5811,0.00705803766764262
6184,0.14142765253977457
8394,0.0005825378648186816
8494,0.08781337338290691
8560,0.10455404089016009
1708,0.47829285097896707
419,0.11929363127014395
8401,0.05784586972371791
6694,0.008908487607455844
5104,0.004892190577951577
1409,0.18890973439678602
8120,2.173710982223986e-05
3310,0.8898001521237576
6958,0.010824568017768488
775,0.013272320177926589
8800,0.004406011759405743
590,0.011991748394275218
7449,0.031286904445222224
8026,0.01671383858974407
3863,0.0016141537470220845
4632,0.006414576224994938
2800,0.8019690184039784
3030,0.004952375901271955
9048,0.2865568230240506
6096,0.0029575242275516425
1131,0.003083076044774116
1678,0.19042197294478008
5348,0.018906832210116856
3890,0.004717670488868556
2120,0.014337221715682035
